tweet,sentiment,sentiment_score
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
What Paul Scholes and Gary Neville said when Bruno Fernandes completed Manchester United transfer 12 months ago… ,neutral,0.0
"Yay Friday, have a great weekend tweeps, let’s get back on track #Mufc, Wednesday a blip yes👀😛💃🏻",positive,0.4
just a genuine ques i just checked it even though luke shaw is having a decent run of form after telles come in to… ,positive,0.2833333333333333
"Reasons to date a @ManUtd fan - A Fun Thread

#ManchesterUtd @UnitedStandMUFC  #MUFC #ManUtd",positive,0.3
"So far 23 reds are in the draw &amp; YES, you can be in the draw more than once to maximise your chances of winning! Go… ",positive,0.4083333333333334
"🎁 COMPETITION TIME 🎁

We are giving away a @FootballTownOK Red Devil iconic number 10 shirt.

To WIN just follow th… ",positive,0.43333333333333335
Cavani over Martial tmrw is the only thing I need. #mufc,neutral,0.0
How do we get distance covered stats for teams?  #MUFC,neutral,0.0
Spurs preparing £20m bid for Man United and Everton target  #MUFC #ManUTD #United ,neutral,0.0
"Manchester United consider transfer swoop for £16m-rated star compared to Michael Ballack #mufc 

",neutral,0.0
"Satu-satunya Alasan Tidak Rindu Sepakbola, Liverpool

#MUFC",neutral,0.0
To all the cunts out there #MUFC ,neutral,0.0
"Opa Fergie Mengaku Beruntung Sudah Pensiun Saat Liverpool Sekuat Sekarang
 #MUFC",neutral,0.0
United 'offered' chance to sign former City star Edin Dzeko #mufc #mcfc  ,neutral,0.0
'Roy Keane annoyed me a bit' - Ian Holloway isn't a fan of #MUFC star's punditry ,negative,-0.4
We move on! @ManUtd #OleIn #GGMU #MUFC #GlazerOutWoodwardOut,neutral,0.0
"Bruno Fernandes transfer saga: Training ground attack, angry phone call and Jurgen Klopp chat #mufc #ManUtd ",negative,-0.5
"Even if we lose a match, racism is UNACCEPTABLE. What happen was pathetic and done by cowards. I can't believe that… ",negative,-1.0
Wow. Awful #MUFC ,negative,-0.45
@ManUtdMEN Ever noticed that English players no matter how shit they are in a game NEVER get picked on. It's either… ,negative,-0.20000000000000004
The latest on Jesse Lingard's future as West Ham agree deal #mufc #whufc  ,positive,0.25
"Allez ! On y croit, nous sommes @ManUtd que Diable (rouge) !
On ""fusille"" les Gunners, on reprend 3 points et on se… ",neutral,0.0
@ManUnitedZone_ Some human beings are just disgusting this is totally dispeakable #mufc,negative,-0.3333333333333333
"@UtdIsak @AnthonyMartial Bro , you have the ability ... go fulfill the potential ... #MUFC",neutral,0.0
Once upon A time #mufc number 9. Now we got Tony 🧤 🧤 ,neutral,0.0
"Jesse Lingard will undergo his medical today ahead of his loan move to West Ham United, confirmation of the deal co… ",neutral,0.0
"@RedReveal @ManUtd_BITW These day, whoever the ref is, I always expect a major error from him, and even more so aft… ",positive,0.28125
This is plea from #mufc fans 🙏🙏🙏 ,neutral,0.0
"The series of misjudged referee decisions against #LFC , and the ones favoring #MUFC simultaneously hints that ther… ",neutral,0.0
"Man United offered chance to sign prolific 34yo this month, player keen to seal transfer away: report… ",neutral,0.0
"Having spent the better part of the last 48 hours digesting that disappointing defeat, I think the criticism of pla… ",neutral,-0.04999999999999999
"The UK government say Facebook, Twitter and Instagram are to be held ""legally responsible"" for the racist abuse suf… ",neutral,0.2
"@ericbailly24 was injured in a car accident prior to #PL match against @SheffieldUnited !
OGS was employed to be a… ",neutral,0.0
"The UK government say Facebook, Twitter and Instagram are to be held ""legally responsible"" for the racist abuse suf… ",neutral,0.2
Bruno Fernandes: Is Man Utd midfielder the best signing made in January? #MUFC ,positive,1.0
"The UK government say Facebook, Twitter and Instagram are to be held ""legally responsible"" for the racist abuse suf… ",neutral,0.2
Michael Oliver will be the referee on Saturday evening as #mufc take on Arsenal at the Emirates stadium. Paul Tiern… ,neutral,0.0
"Manchester United fans make January transfer demand in response to Anthony Martial form #mufc
",neutral,0.0
United could use Telles in a wildcard new position #mufc ,neutral,0.13636363636363635
"We are #UnitedAgainstRacism.

Then, now and always. 
@ManUtd @ManUtd_AR #MUFC ",neutral,0.0
Fuck racism. You can criticize a player for his bad performance on the pitch but never for his skin colour. Ban those trolls #MUFC,negative,-0.5499999999999999
"Good Luck to Jessie at West Ham, deserves a decent move and hopefully can start playing again. A confident Jessie i… ",positive,0.45555555555555555
"Holy crap!!! 

TIMO WERNER HAS MORE GOALS THAN ANTHONY MARTIAL THIS SEASON! #MUFC",neutral,-0.16666666666666666
when #MUFC paying wages Lingard has 140k in the press. Now with West Ham he is on 80k. Who tought there is an agend… ,neutral,0.0
I personally think @ManUtd still has a title challenge if they don’t lose their big games now. This @Arsenal game w… ,neutral,-0.13333333333333333
"I don't like Mane, but i love his work rate. As a full back, you'd hate playing against him. Martial could learn a… ",neutral,0.009999999999999986
"'Cavani has an average of 15 pressures per 90 minutes this season, with 8.5 coming inside the attacking third. Mart… ",neutral,-0.075
"#MUFC Transfer Update

Facundo Pellistri’s to Deportivo Alavés loan deal is almost been finalized.

 #MUFC",neutral,0.0
"I haven't still gotten over the home loss to Sheffield United.
I think Martial has got Ole's nudes. ...I don't unde… ",neutral,0.0
"@UnitedStandMUFC Good luck @JesseLingard come back stronger, (personal opinion but I would have sent tony I mean at… ",neutral,0.09687499999999999
West Ham United have officially agreed a deal to sign Jesse Lingard on loan from #MUFC until the rest of the season. [sky],neutral,0.0
@TachaOfficial @ManlikeSlim1769 @kennybarm @ManUtdMEN Sadly last season is over. Roy keane single handedly won us l… ,neutral,-0.03571428571428571
Lingard is having a medical at Carrington tonight and then heading to London. He will train with the West Ham squad… ,neutral,0.0
"While the Sheffield game was difficult to digest for all Man United fans, it was especially hard for the ""Ole out""… ",negative,-0.49444444444444446
"When the ban on English clubs was lifted for the 1990–91 season, United were England's reps in the European Cup Win… ",neutral,0.0
"While the Sheffield game was difficult to digest for all Man United fans, it was especially hard for the ""Ole out""… ",negative,-0.49444444444444446
"""When I asked Ole Gunnar Solskjaer about what he brings to the team, he said 'How long have you got?'

Guess which… ",neutral,-0.05
"Jesse Lingard is on his way to London to sign for West Ham United on loan!
#MUFC ",neutral,0.0
"Pray that Chelsea don't sign Haaland and #MUFC recognise the need for a new centre forward. 

Nothing wrong with Ca… ",neutral,-0.18181818181818182
Nothing like a big game to bounce back on. Arsenal away will be tough but just what we need. #mufc #onon,neutral,-0.19722222222222224
"""d払い""の送金をするためのQRコードです。
#ajawil 
#DragRaceUK 
#Ajax 
#MUFC 
#d払い 
#ユナイテッド 
#dポイントクラブ 
#五等分の花嫁 
#THE夜会 
#レコメン… ",neutral,0.0
Jan Aage Fjortoft telling Craig Burnley exactly where the sun doesn't shine is exactly what I wanted to see... ESPN… ,positive,0.25
"WEDDING CARDS From kshs. 50
Contact: 0701865157


 #UhuruKenyatta #MainaAndKingangi… ",neutral,0.0
"Have a listen to what @markgoldbridge said about #mufc lost. Bang on!
",neutral,0.0
"Is only a clueless club like #mufc that loan a player like #Lingard instead of selling him, are we still expecting… ",neutral,0.0
Manchester United have an easy decision to make with Amad Diallo #mufc ,positive,0.43333333333333335
"West Ham telah menyetujui kesepakatan untuk menandatangani Jesse Lingard dengan status pinjaman selama sisa musim,… ",neutral,0.0
Martial is more decent on the wing. #MUFC,positive,0.2222222222222222
"#Repost @manchesterunited
• • • • • •
Old Trafford

2️⃣ assists in 2️⃣ games for #AlexTelles 🅰️
#MUFC ",neutral,0.1
"#Repost @manchesterunited
• • • • • •
🗣 The skipper wants an immediate response...
#MUFC #PremierLeague #Maguire ",neutral,0.2
@wooody120 @Ethan20902315 @BlackMagicGP @JackGrealish Hes said plenty of times that Old Trafford is his favourite g… ,neutral,0.1
"#Repost @manchesterunited
• • • • • •
Old Trafford

BIG goal to level things up from Harry #Maguire! 👊
#MUFC… ",neutral,0.05
"#Repost @manchesterunited
• • • • • •
Old Trafford

Getting warm so we can bring the 𝙝𝙚𝙖𝙩 🔥
#MUFC #PremierLeague ",positive,0.35
"#Repost @manchesterunited
• • • • • •
Old Trafford

We'll need a response after the break.
#MUFC #PremierLeague ",neutral,0.1
Very easy to pick my preferred 11 this wk reds. Our midfield needs the energy of Fred &amp; Scott &amp; Shaw has become a m… ,positive,0.5633333333333334
"#Repost @manchesterunited
• • • • • •
Old Trafford

Confirmed team news – check! ✔️
#MUFC #PremierLeague ",positive,0.3
Manchester United outcast set to seal West Ham loan  #RedDevils #MUFCFamily #MUFC ,neutral,0.0
"@LJxmes Completely different clubs,  Bruno Fc is premier league where Martial Fc is non-league. The distance betwee… ",neutral,0.0
"1 or 2 ?

#GGMU #NoRoomForRacism 
#MUFC ",neutral,0.0
Jesse Lingard's stay at Manchester United appears t'be coming t'an end... for now. #bbcfootball #manutd #whufc #MUFC ,neutral,0.0
How wrong was I #MUFC 🤣🤣🤣🤣 ,negative,-0.5
"@ManUtd If the manger pick any of these players then we are done
1)Martial
2)Matic
3)Twànzebe
#MUFC #ARSMUN #OleOut",neutral,0.0
"£127,000-a-week star offered to Manchester United – Report  #MUFC #ManUTD #ManchesterUnited ",neutral,0.0
@FabrizioRomano @SkySportsNews Fab any news on Sergio Romero? Does he continue at #MUFC or quits the club?,neutral,0.0
"Topic of discussion at #MUFC training grounds today. 
#PL #ARSMUN #COYG ",neutral,0.0
"ขอให้ฟอร์มกลับมานะ

#mufc ",neutral,0.0
"Edinson Cavani get hand for 6 goals (4 goals and 2 assists) in 528 minutes of Premier League football. #MUIP 

E ge… ",neutral,0.0
@UtdIsak The potential with Martial as a #liverpool fan is crazy ... But he just don't have that belief &amp; work rate… ,neutral,-0.19999999999999998
"Sell Martial and buy Haaland or worst case would rather take Ings 
#Mufc",negative,-0.5
Manchester United have had 75% of their defeats when Fred was on the bench this season. #MUFC ,neutral,0.0
"Get angry over their football not the colour of their skin.
Criticise how they play not where they're from. 
It's a… ",negative,-0.5
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
What a guy Axel is!!! We’re with you buddy💪🏼👊🏼 #AxelTuanzebe #MUFC #NoRoomForRacism ,neutral,0.0
"Good morning united 😍💕🙌 except racist 
#mufc",positive,0.7
"4-3-3: Predicted Man Utd XI vs Arsenal - Cavani, McTominay &amp; Lindelof all start  #RedDevils… ",neutral,0.0
"Rio Ferdinand warns Manchester United ahead of Arsenal clash
#MUFC #ManchesterUnited #GGMU 
",neutral,0.0
"Harry Maguire’s words after a shock Sheffield United defeat
#MUFC #ManchesterUnited #GGMU 
",neutral,0.0
"Manchester United 1-2 Sheffield United Match Report | PL 20-21
#MUFC #ManchesterUnited #GGMU
",neutral,0.0
"All the best @JesseLingard Come back stronger...💪🏾 @ManUtd #GGMU #MUFC 

First job, this Sunday, against you know w… ",positive,0.4166666666666667
#MUFC ,neutral,0.0
"If you are planning to come over for the screening tomorrow, better buy today, we might close online booking soon.… ",positive,0.5
West Ham have agreed a deal to sign Jesse Lingard on loan for the rest of the season. Lingard rejected approaches f… ,neutral,0.0
"Is this some sort of a practical joke right now?!!! 
#MUFC #ManUtd #ARSMUN  ",positive,0.5580357142857142
"📝 Predicted #mufc XI vs #AFC | Cavani, McTominay &amp; Lindelof all start as Reds look to bounce back ⬇️ ",neutral,0.0
A beautiful thing about football is you get to live dreams &amp; aspirations of footballers with them. The highest of h… ,positive,0.49318181818181817
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"Upcoming #mufc fixtures:

[U18] Sat 30 Jan - Burnley (a) - 11 00 - MUTV
[U23] Sat 30 Jan - Liverpool (a) - 13 00 -… ",neutral,0.0
"3 out of 4 defeats we had this season Fred wasn't playing. 
The only defeat he was there, we lost to a penalty kick… ",neutral,0.0
"Horrendous antisemitism from one shit at #RedIssue 

This is ""their"" contribution to Holocaust Memorial Day:

Compa… ",neutral,-0.2
"From friends to rivals ☠️
Let's back to Man Utd so you two can be a friends again 😂
#GGMU #Mufc #SerieA ",neutral,0.0
"Michael Oliver will referee #Arsenal vs #mufc on Saturday, Paul Tierney on VAR.better #AFC #COYG",neutral,0.0
"@sistoney67 @WestHam SOLSKJAER TEAM IS SHAPING UP 

Sucessfully removed Jose players 
 
Fellaini Valencia Darmian L… ",neutral,0.0
"West Ham will pay a £1.5m loan fee for Jesse Lingard as well as his £80,000-a-week wages #MUFC #myaimreport [men]",neutral,0.0
1 year ago today Robin Van Persie did this against Arsenal! #MUFC ,neutral,0.0
(Video) Former team-mate reveals how close Man United came to signing Virgil Van Dijk  #MUFC… ,neutral,0.0
"@ManUtd_ID Pakai kode promo "" MU "" buat nginep di RedDoorz seluruh Indonesia, diskon hingga 35% berlaku sampai kapa… ",neutral,0.0
@ManUnitedZone_ @caughtoffside That would be succession of transfer if we get those two. Rashy and antho positions… ,neutral,0.0
"We wan wish Jesse Lingard all the best at West Ham. Na loan deal. 
#MUFC 🔴⚫️ #MUIP ",positive,0.4
"Man Utd transfer round-up: Red Devils offered ex-Man City ace, Jesse Lingard loan details #mufc #ManUtd ",neutral,0.0
"Martial’s  walking around and literally blocking the way for Cavani running into spaces!
He’s so poor it’s criminal… ",neutral,-0.2
"@surviv31 @ManUtd Up to now,martial and rashford are aint gonna be drop. Maybe dan james and greenwood play better… ",neutral,0.0
@UTDTrey Struggling to........run? He is an elite athlete paid a fortune and can not be bothered to work hard. You can… ,negative,-0.2916666666666667
"Believe in your dreams, you go achieve am. 🙏🏾 
- Mason Greenwood 🌟 
#MUFC 🔴⚫️ #MUIP ",neutral,0.0
"""Bung itu kan legend #mufc, gak bisa dbandingin"" ok kita banding sama yg muda, foden gmna? Ansu fati gmna? Bahkan h… ",positive,0.5
This same Tuanzebe that's been racially abused was praised against PSG. Those behind this racism are clowns not rea… ,neutral,-0.2
"@B_Fernandes8 1 Yr ago today, we signed the Portuguese magnifico

Bruno, Bruno, Bruno
Came from sporting like Crist… ",neutral,0.0
Manchester United could use Alex Telles in a wildcard new position #mufc ,neutral,0.13636363636363635
"My guy @JesseLingard, have a good time at Westham
#mufc ",positive,0.7
"Masrizal ini parah aku bilang, blm bisa dbilang predator #mufc terlalu lazy, bandingin sama ronaldo, rooney,  berba… ",negative,-0.25
Axel Tuanzebe has responded to the racial abuse by posting a video on his Instagram account on Thursday night with… ,neutral,0.0
FINALLY!!! Just waiting on 3 more to come in! #MUFC #GiggsWillTearYouApartAgain #RyanGiggsRunningDownTheWing ,positive,0.3125
🚨West Ham have agreed a deal to sign Jesse Lingard on loan from Manchester United for the rest of the season accord… ,neutral,0.0
"#mufc rejected the chance to sign former Manchester City striker Edin Dzeko from AS Roma, as did his former club. D… ",neutral,0.0
can't believe #mufc do not make a single signing this january. Awful board fail to back the manager and expect to win the league. Idiots ! 😡,negative,-0.29523809523809524
"Bottled a 9 point lead in December. 😂 

Who you got in the #FAcup 5th round? Please remind us all? #MUFC… ",neutral,-0.2
Fans forget how good these two were. They should find the account holders and arrest them #MUFC #NoRoomForRacism ,positive,0.32499999999999996
"Tuanzebe ok lah, masih muda... dulu pique d #mufc susah jg, perlu jam terbang jg.. blm nemu tandemnya aja",positive,0.5
"Michael Oliver will referee Arsenal vs #mufc on Saturday, Paul Tierney on VAR. ur reaction?",neutral,0.0
Scott is probably our most hard working player. I've never seen him give anything less than 100% when on the pitch.… ,neutral,0.013888888888888886
"@ManUtd It's my birthday today, please just please win tomorrow as that would be the perfect gift and response afte… ",positive,0.9
Thank you Jesse and All the best at West ham..#Lingard #MUFC ,positive,1.0
"West Ham to pay £1.5m loan fee for Jesse Lingard and his £80,000 weekly wages in full. Agreement reached in principle. #mufc",positive,0.35
@Ssentongopeter5 FYI #MUFC is against racism.,neutral,0.0
"Results needed,solid +3 points &amp; nothing else #MUFC 👊🏻🔴⚪⚫ ",neutral,0.0
"Checkout this 1992-93 Manchester United Jacket (M)!
#1992-93 #Jacket #ManUtd #ManchesterUnited #MUFC #Umbro 
Buy No… ",neutral,0.0
"Lord of Wembley in London now 
Good Luck Jesse Lingard

#jesselingard #mufc",positive,0.7
@SkySportsNews #MUFC ,neutral,0.0
Tough match awaits #MUFC at The Emirates this weekend. Ole must reorganised his defence &amp; stop conceding stupid goa… ,negative,-0.5944444444444444
"@AniketSengupt20 @ManUnitedZone_ You are so stupid, they are threatening the lives of people in short a whole famil… ",neutral,-0.19999999999999996
Real Madrid made an offer to Ramos but he didn't accept it and told Florentino he will look for other offers. The c… ,neutral,0.05833333333333334
"So... it's finally done eh?

He will always be one of our own, but it's the right time to move on for both the play… ",positive,0.29523809523809524
".@HarryMaguire93 scored his first-ever Old Trafford goal for @ManUtd on Wednesday night.

It had to come against hi… ",neutral,0.1
This Tweet from @trest in peacepyandyke has been withheld in response to a report from the copyright holder. Learn more.,positive,0.5
BREAKING: West Ham have agreed a deal to sign Jesse Lingard on loan from #MUFC for the rest of the season.,neutral,0.0
Man United’s stance on loaning Facundo Pellistri out  #MUFC #ManUTD #United ,neutral,0.0
"A lot have been asking, but sadly, @fadochicago remains closed.

Once our home pub opens, we will alert you all ASA… ",negative,-0.3
Every win and every loss for #MUFC means more headlines for #solskjaer. Over it. I can’t be alone.,positive,0.65
"Analiza The Athletic po porażce z Sheffield United: Man Utd jest dobry w gaszeniu pożarów, ale musi się nauczyć dos… ",neutral,0.0
Hope you kill it in West Ham @JesseLingard ♥️. Never hated the boy. Stayed professional throughout his #MUFC career… ,positive,0.275
"All the players should just turn off msgs, disable comments and keep the traditional fan mails alive! Cut the acces… ",neutral,0.0625
#MUFC Failed To Justify Being On Top Of The EPL – Paul Parker  ,neutral,0.0
#MUFC ,neutral,0.0
"Ole since joining united has signed 
- a better LB
- $150 M IN DEFENCE FOR BUM PLAYERS
- 2 brilliant midfielders 
-… ",positive,0.7
This is beyond belief SMH #AxelTuanzebe #MUNSHU  #MUFC ,neutral,0.0
"I am worried about Donny van de Beek getting playtime in the Euro’s with how little he is being used at #mufc. 

I… ",neutral,-0.1875
"DONE DEAL: Westham don agree to sign Jesse Lingard on loan till season go end. 
Source: Sky Sports ⚒️
#MUFC 🔴⚫️… ",neutral,0.0
Man United predicted line-up vs Sheffield United: All out attack to cut through Blades … ,neutral,0.0
"Ga cuma sebagai fans #MUFC , lo rasis udah ga pantes jadi bagian dari umat manusia yang beradab sih. Malu-maluin pa… ",neutral,0.0
Still one of my favourite post Fergie players... when he was on form he was actually unplayable. Hope he does well… ,negative,-0.4
No MANCHESTER UNITED fan should have a few hundred followers cuz we've got 120 million #MUFC daily active users on… ,neutral,-0.11111111111111112
@SeliCristiano7 Seli 🥰 🔴 #mufc ♥️,neutral,0.0
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"Jesse Lingard off to West Ham United then. Excited to see him get first team football again!

All the best Lingardinho🔴❤️

#MUFC #Transfers",positive,0.5625
Next steps for Man Utd: Marcos Rojo to Boca Juniors [advanced talks] and Pellistri on loan [Spanish clubs intereste… ,neutral,0.13333333333333333
"The agreement has been reached for Jesse Lingard to West Ham on loan, as per @SkySportsNews. Last details then the… ",neutral,0.0
Jesse Lingard: West Ham set to sign Man Utd midfielder on loan  #MUFC #EPL #WestHam,neutral,0.0
"The mettle of this team will be put to test on how we react tomorrow.
Anything short of a proper and disciplined cl… ",neutral,0.0
"Sayonara Lingard

#ARSMUN #MUFC ",neutral,0.0
"""United against racism. We will not tolerate it.""

Manchester United are ""disgusted"" after Axel Tuanzebe and Anthon… ",negative,-1.0
Jesse Lingard is having a medical at Carrington tonight and then heading to London. He will train with the West Ham… ,neutral,0.0
"West Ham to sign Jesse Lingard on loan from #MUFC for the rest of the season.
Goodbye Jesse Lingard
#Brekko ",neutral,0.0
Pellistri to  Deportivo Alavés is close. Clubs are working for reaching a deal soon. I can't tell if it would happe… ,neutral,0.0
"People been saying ""ooh the team is progressing from JM's"" bla bla. The season #mufc got 2nd under JM, we had more… ",neutral,0.0
"Manchester United say they are ""disgusted"" after Axel Tuanzebe and Anthony Martial were racially abused on social m… ",negative,-0.32222222222222224
"I said before, saying it now, will be saying that with #Martial, #Rashford and #Greenwood in the front, #mufc will… ",neutral,0.0
"Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow. [@JonathanShrager]

#MUnews #MUFC #DB #MUFC_Family #GGMU",neutral,0.0
"All the best to @JesseLingard for his loan spell, one of the most disrespected players of the post SAF era.… ",positive,0.75
@ManUtd #WeAgainstRacism #MUFC ,neutral,0.0
"Never let someone's opinion diminish your imaginations  and dreams😎
You know what you want, just focus and go in wi… ",neutral,0.0
"Manchester United moving to 2nd from top is talked more than L'Pool at 4th !
Explains why we are the best club !!… ",positive,0.53125
Manchester United and Deportivo Alavés are working to reach a deal soon for Facundo Pellistri to join the La Liga s… ,neutral,0.0
Starting XI: Arsenal vs. Manchester United  #MUFCFamily #MUFC #RedDevils ,neutral,0.0
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
I know you’ll smash it in London❤️ @JesseLingard come back stronger Jesse #MUFC @ManUtd ,neutral,0.0
Random Berba post cause why not 👑 #MUFC #GGMU ,negative,-0.5
"The UK government say Facebook, Twitter and Instagram are to be held ""legally responsible"" for the kind of racist a… ",positive,0.4
West Ham have agreed a deal to sign Jesse Lingard on loan for the rest of the season. Lingard rejected approaches f… ,neutral,0.0
"West Ham will pay a £1.5m loan fee for Jesse Lingard as well as his £80,000-a-week wages. [men]
#MUnews #MUFC #DB #MUFC_Family #GGMU",neutral,0.0
"Sedangkan Marcos Rojo sedang menunggu hasil pembicaraan antara Manchester United dengan Boca Junior, Rojo sendiri s… ",neutral,0.0
"Dunno how i feel about this, LOVE Ramos but his age is an issue for me tbh #MUFC ",positive,0.5
"Dalam IG story nya, Jesse Lingard mengkonfirmasi kepindahan nya ke West Ham, ia sudah bersiap dengan koper2 nya men… ",neutral,0.0
SHAKES IS BACK!!! We will be hosting a watch party this Saturday at 930am as United look to bounce back against riv… ,neutral,0.0
"West Ham will pay a £1.5m loan fee for Jesse Lingard as well as his £80,000-a-week wages #MUFC  [MEN]",neutral,0.0
"@JesseLingard
We'll miss you at Manchester United!
The joy you bought to the fans was commendable! Your goal agains… ",positive,1.0
Ole Gunnar Solskjaer – Far from a PE Teacher  #MUFC #ManUTD #United ,neutral,0.1
"All focus is now to sort out final details for Rojo’s move this window. 
A contract termination cost of &lt;£2m seems… ",neutral,0.0
BREAKING: West Ham have agreed a deal to sign Jesse Lingard on loan from #MUFC for the rest of the season.,neutral,0.0
"Pellistri to Deportivo Alaves. A simple loan deal. Role and play time helped choose club over Brugge, Celta Vigo an… ",neutral,0.0
The United Cast #MUFC #ManUnited #Podcasts #Sports #Football #PremierLeague ,neutral,0.0
Ole should drop martial against arsenal...diallo should replace him...cavani at the top.. dont ever let matic play… ,positive,0.25
It's been a good window for United considering Departures! 4 players already departed &amp; potentially Romero could al… ,positive,0.4375
Man Utd 'disgusted' at racial abuse sent to Axel Tuanzebe and Anthony Martial -  #MUFC,negative,-0.5
#SheffieldUnited are the first Yorkshire side to ever win at Old Trafford in the Premier League and only the third… ,positive,0.28750000000000003
This moment here when Matic should have trusted his teammates and gone hard on the Sheffield United No.7 #manutd… ,negative,-0.2916666666666667
"Por fin dediqué un par de horas a la distintos canales de la Comunidad del United Latina/español en Youtube.

Sí qu… ",neutral,0.0
"Credit where credit’s due, critique where critique’s due.
Why does people abuse players about their race? What does… ",neutral,-0.125
"After a midweek setback, #MUFC have a chance to get back on track in the Premier League with a trest in peace to their old fo… ",neutral,0.05
"Pemain Manchester United mendapatkan komentar rasis dari ""Fansnya"" usai kalah dari Sheffield United. Parahnya dari… ",neutral,0.0
What were they thinking though #manutd #MUFC  ,neutral,0.0
We stand united! #BlackLivesMatter  #mufc #ManchesterUnited ,neutral,0.0
Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow (@JonathanShrager) #MUFC @ManUtd,neutral,0.0
Marcos Rojo's arrival to Boca Juniors is imminent! (@DiarioOle) #mufc,neutral,0.0
@metpoliceuk Racist abusers 👇👇 #MUFC #SAYNOTORACISM ,neutral,0.0
👀 #lingard #mufc #WHUFC ,neutral,0.0
"Jesse #Lingard posted this photo today on his Instagram 👀⏳🟣 #Official 

#WHUFC #Hammer #Transfers #MUFC… ",neutral,0.0
@EvanDignam @DignamNeil Dude as #mufc fan 👍👍for the creativity,neutral,0.0
"Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow!
(@JonathanShrager) #mufc",neutral,0.0
West Ham agree loan deal for Jesse Lingard for rest of the season. West Ham will pay £1.5m loan fee &amp; wages. (@SkyKaveh) #mufc,neutral,0.0
Cavani header against Arsenal is just inevitable #MUFC,neutral,0.0
Lingard: “Destino a Londres #HammerTime ⚒️” #MUFC ,neutral,0.0
@ManUtd @AnthonyMartial @MarcusRashford @Mike_Phelan_1 @carras16 #mufc,neutral,0.0
"#ransfers #MUFC #ALAVES #PELLISTRI 
@ManUtd New bee Uruguayan  Facundo Pellistri should be heading for @Alaves  tom… ",neutral,0.13636363636363635
#distributoraluminiumprofilemurah #bekasi #aluminiumprofilemurah #aluminiumprofilebekasi… ,neutral,0.0
Swap Martial for Sancho (said this a couple times already!) James Chong (Loan) plus cash for Grealish! This seems E… ,neutral,0.0
@PurelyFootball Yes it is. Good luck @JesseLingard . Comeback stronger! Make sure rashford and martial no longer sa… ,positive,0.4583333333333333
"For all the nonsense going around, I thought Axel had a decent game. Yes he had a hand in the goals, but he really… ",neutral,-0.11666666666666668
"#transfers #MUFC #WESTHAM
#LINGARD
Jesse lingard has done his medicals for a move to @WestHam and might be unveiled… ",neutral,0.0
"A young, black, @ManUtd player gets sickening racist abuse &amp; the club rightly condemn that &amp; drive the… ",neutral,-0.17023809523809524
"The UK government say Facebook, Twitter and Instagram are to be held ""legally responsible"" for the kind of racist a… ",positive,0.4
🗞 #mufc's talks with West Ham over a deal for Jesse Lingard have reached an impasse. Discussions have become strain… ,neutral,0.0
Ala. Baru nak suruh Lingard start vs Arsenal weekend ni. Habis la United. #mufc ,neutral,0.0
"🗣 Fabrizio Romano on Paul Pogba: “Who knows in football? If no one is paying what #mufc want, why not stay? But at… ",neutral,0.0
"🗣 Fabrizio Romano on potential #mufc transfers: “If again we can’t have people in stadiums, with clubs losing a lot… ",neutral,0.0
"Come back stronger @JesseLingard 

We are waiting for you champ.

#MUFC 
#ManchesterUnited 
#ManUtd 
#ManUnited ",neutral,0.0
"@ManUtd #MUFC #OleOut 
#GlazersOutWoodwardOut     

         ART                                 ARTIST ",neutral,0.0
"🗞 Last summer, Juventus proposed a possible swap deal for Paul Pogba, including Douglas Costa, Miralem Pjanic, Adri… ",neutral,0.0
Hope Lingard does bits at West Ham and shows everybody what’s up then comes back to United  to proof a point . All… ,neutral,0.0
Odion Ighalo bids emotional farewell after Manchester United exit  #MUFC #ManUTD #United ,neutral,0.0
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"Dear @JesseLingard 

We wish you well on your temporary journey to London.

Get stronger and use every minute to be… ",neutral,0.0
#Martial #MUNSHU #Tuanzebe #Sheffield #OleOut #MUFC #Telles #Cavani #maguire #Halsey #Shaw #Emyu #Puncak… ,neutral,0.0
